no,first_name,last_name,yr,pos,g,tc,po,a,e,fpct,dp,sba,rcs,rcs_percent,pb,ci,team_name,division
10,Chesnea,Larimore,Freshman,OF/UTL,35,21,16,0,5,0.762,0,0,0,0,0,0,Yavapai,1
4,Shiya,Romero,Freshman,P/OF,21,15,11,1,3,0.8,0,0,0,0,0,0,Yavapai,1
30,Addisyn,Dalton,Freshman,C,44,172,169,3,0,1,0,0,0,0,0,0,Connors State,1
14,Jadyn,Muns,Freshman,IF,48,175,144,13,18,0.897,0,0,0,0,0,0,Connors State,1
12,Karley,Fewel,Sophomore,,44,112,104,1,7,0.938,0,1,0,0,1,0,Connors State,1
4,Gracie,Britten,Sophomore,INF,46,112,82,9,21,0.813,1,0,0,0,0,0,Connors State,1
5,Payton,Dickerson,Freshman,OF,44,75,64,2,9,0.88,0,0,0,0,0,0,Connors State,1
18,Brooklyn,Brown,Freshman,IF,22,64,55,0,9,0.859,0,0,0,0,0,0,Connors State,1
10,Madison,Kahn,Sophomore,OF,42,59,55,0,4,0.932,0,0,0,0,0,0,Connors State,1
13,Trinity Skye,Brooksher,Sophomore,IF,24,82,52,19,11,0.866,0,0,0,0,0,0,Connors State,1
3,Jaci,Armond,Sophomore,OF,44,53,47,0,6,0.887,0,0,0,0,0,0,Connors State,1
7,Brooke,Wyatt,Freshman,P,23,43,37,5,1,0.977,0,0,0,0,0,0,Connors State,1
11,Caitlyn,Collier,Sophomore,P,23,35,33,2,0,1,0,0,0,0,0,0,Connors State,1
20,Ashlee,Piraneo,Freshman,OF,23,21,18,0,3,0.857,0,0,0,0,0,0,Connors State,1
1,Jaelyn,Robertson,Freshman,IF,35,23,18,2,3,0.87,0,0,0,0,0,0,Connors State,1
8,Meliah,Hunter,Sophomore,P,23,21,15,4,2,0.905,0,0,0,0,0,0,Connors State,1
22,Ralea,Brooksher,Freshman,UT,6,20,12,5,3,0.85,0,0,0,0,0,0,Connors State,1
9,Anna,Green,Freshman,UT,15,1,1,0,0,1,0,0,0,0,0,0,Connors State,1
0,Katelyn,Janes,Sophomore,IF,1,5,1,4,0,1,0,0,0,0,0,0,Connors State,1
16,Alyssa,Opgenorth,Freshman,P,3,1,1,0,0,1,0,0,0,0,0,0,Connors State,1
17,Payton,Shelton,Sophomore,P,2,1,0,1,0,1,0,0,0,0,0,0,Connors State,1
13,Keeley,Johnson,Freshman,C,52,257,231,18,8,0.969,0,2,1,0.333,0,0,Eastern Oklahoma State,1
24,Kylee,Anderson,Sophomore,RHP/1B,35,188,182,5,1,0.995,0,0,0,0,0,0,Eastern Oklahoma State,1
1,Hailey,Vela,Freshman,MI,52,185,104,72,9,0.951,0,0,0,0,0,0,Eastern Oklahoma State,1
17,Makenzie,Martin,Freshman,RHP/1B,50,138,103,31,4,0.971,0,0,0,0,0,0,Eastern Oklahoma State,1
2,Braelyn,Blasengame,Freshman,MI/OF,52,96,89,5,2,0.979,0,0,0,0,0,0,Eastern Oklahoma State,1
10,McKinley,Feazle,Sophomore,MI/RHP,52,175,75,77,23,0.869,0,0,0,0,0,0,Eastern Oklahoma State,1
4,Brittany,Welch,Freshman,OF,43,65,56,4,5,0.923,0,0,0,0,0,0,Eastern Oklahoma State,1
6,Greenlee,Wells,Freshman,MI,52,148,52,79,17,0.885,0,0,0,0,0,0,Eastern Oklahoma State,1
16,Sydney,Hart,Freshman,UT,47,52,47,1,4,0.923,0,0,0,0,0,0,Eastern Oklahoma State,1
25,Braleigh,King,Freshman,C/1B,50,13,13,0,0,1,0,1,0,0,0,0,Eastern Oklahoma State,1
20,Jena,Emerson,Freshman,OF,15,12,10,0,2,0.833,0,0,0,0,0,0,Eastern Oklahoma State,1
21,Ashton,Grogan,Freshman,OF,29,13,10,0,3,0.769,0,0,0,0,0,0,Eastern Oklahoma State,1
11,Sydney,Linscott,Sophomore,3B/OF,13,8,7,0,1,0.875,0,0,0,0,0,0,Eastern Oklahoma State,1
9,Kinley,Barron,Freshman,3B,12,8,6,1,1,0.875,0,0,0,0,0,0,Eastern Oklahoma State,1
8,Chloe,Brown,Freshman,RHP,32,45,6,37,2,0.956,0,0,0,0,0,0,Eastern Oklahoma State,1
19,Brinn,Brassfield,Freshman,RHP,4,7,4,3,0,1,0,0,0,0,0,0,Eastern Oklahoma State,1
0,Melaina,Heaton,Freshman,OF,16,2,2,0,0,1,0,0,0,0,0,0,Eastern Oklahoma State,1
3,Hannah,Abeyta,Sophomore,OF,10,2,1,0,1,0.5,0,0,0,0,0,0,Eastern Oklahoma State,1
12,Jayden,Haney,Freshman,UT,26,1,1,0,0,1,0,0,0,0,0,0,Eastern Oklahoma State,1
15,Khloe,Haile,Freshman,RHP/UT,5,1,0,1,0,1,0,0,0,0,0,0,Eastern Oklahoma State,1
18,Madison,Martin,Sophomore,RHP,7,2,0,2,0,1,0,0,0,0,0,0,Eastern Oklahoma State,1
14,Morgan,Robison,Freshman,RHP/3B,3,1,0,0,1,0,0,0,0,0,0,0,Eastern Oklahoma State,1
10,Kendall,Hannon,Sophomore,"C, 1ST",56,322,304,11,7,0.978,13,25,2,0.074,7,0,Northeastern Oklahoma A&amp;M,1
27,Paige,Morrall,Sophomore,"C, 3RD",50,210,184,16,10,0.952,4,60,11,0.155,30,0,Northeastern Oklahoma A&amp;M,1
11,Sarah,Campbell,Sophomore,"SS, 2ND",52,188,91,80,17,0.91,6,0,0,0,0,0,Northeastern Oklahoma A&amp;M,1
6,Destiny,Tune,Sophomore,UTL,52,88,86,1,1,0.989,2,0,0,0,0,0,Northeastern Oklahoma A&amp;M,1
22,Sydney,Price,Sophomore,UTL,49,99,71,24,4,0.96,2,0,0,0,0,0,Northeastern Oklahoma A&amp;M,1
3,Hadley,Calico,Freshman,UTL,50,172,68,77,27,0.843,6,0,0,0,0,0,Northeastern Oklahoma A&amp;M,1
15,Felicity,Horn,Sophomore,"OF, C",56,73,66,2,5,0.932,0,0,0,0,0,0,Northeastern Oklahoma A&amp;M,1
9,Payton,Compton,Sophomore,"3RD, UTL",51,182,55,106,21,0.885,7,0,0,0,0,0,Northeastern Oklahoma A&amp;M,1
12,Madison,Lee,Sophomore,UTL,53,86,54,19,13,0.849,5,0,0,0,0,0,Northeastern Oklahoma A&amp;M,1
14,Kayla,Paulo,Sophomore,"P, 1ST",46,68,37,25,6,0.912,5,0,0,0,0,0,Northeastern Oklahoma A&amp;M,1
1,Ryleigh,Lynn,Freshman,"C, OF",42,30,28,2,0,1,0,2,0,0,2,0,Northeastern Oklahoma A&amp;M,1
18,Grace,Goins,Freshman,UTL,29,10,8,2,0,1,0,0,0,0,0,0,Northeastern Oklahoma A&amp;M,1
8,Kalan,Nye,Freshman,P,29,27,8,16,3,0.889,2,0,0,0,0,0,Northeastern Oklahoma A&amp;M,1
20,Skyler,Wade,Freshman,P,36,11,8,2,1,0.909,0,0,0,0,0,0,Northeastern Oklahoma A&amp;M,1
25,Rachel,Arric,Freshman,1ST,12,7,7,0,0,1,0,0,0,0,0,0,Northeastern Oklahoma A&amp;M,1
2,Lillie,Johnson,Freshman,P,25,15,2,11,2,0.867,1,0,0,0,0,0,Northeastern Oklahoma A&amp;M,1
17,Emilee,Evans,Freshman,P,9,6,0,4,2,0.667,0,0,0,0,0,0,Northeastern Oklahoma A&amp;M,1
7,Halle,Panter,Freshman,P,16,6,0,5,1,0.833,0,0,0,0,0,0,Northeastern Oklahoma A&amp;M,1
4,Anna,Hester,Sophomore,,48,227,207,12,8,0.965,6,0,0,0,0,0,Northern Oklahoma Enid,1
30,Taryn,Rhodes,Freshman,,43,130,108,14,8,0.938,1,16,8,0.333,2,0,Northern Oklahoma Enid,1
20,Camaryn,Alexander,Sophomore,,44,164,97,61,6,0.963,6,0,0,0,0,0,Northern Oklahoma Enid,1
10,Kaycee,Babek,Sophomore,,46,156,81,61,14,0.91,4,0,0,0,0,0,Northern Oklahoma Enid,1
9,Jaycee,Foor,Freshman,C,39,87,70,14,3,0.966,1,14,4,0.222,5,0,Northern Oklahoma Enid,1
6,Tylie,Ligons,Freshman,,41,73,65,2,6,0.918,0,0,0,0,0,0,Northern Oklahoma Enid,1
13,Brook,Fleming,Sophomore,3B,46,120,56,58,6,0.95,2,0,0,0,0,0,Northern Oklahoma Enid,1
14,Chloe,Middleton,Sophomore,,43,49,46,0,3,0.939,1,0,0,0,0,0,Northern Oklahoma Enid,1
23,Sierra,Woods,Freshman,OF,43,52,46,1,5,0.904,1,0,0,0,0,0,Northern Oklahoma Enid,1
18,Adie,White,Freshman,C,29,32,30,1,1,0.969,1,0,0,0,0,0,Northern Oklahoma Enid,1
5,Sidney,Redmon,Freshman,,28,52,26,21,5,0.904,1,0,0,0,0,0,Northern Oklahoma Enid,1
7,Adrian,Walker,Freshman,OF,26,32,24,2,6,0.813,0,0,0,0,0,0,Northern Oklahoma Enid,1
11,Krista,Yackeyonny,Sophomore,OF,29,17,15,1,1,0.941,0,0,0,0,0,0,Northern Oklahoma Enid,1
1,Molly,Dolan,Sophomore,P,28,40,7,31,2,0.95,0,0,0,0,0,0,Northern Oklahoma Enid,1
21,Paige,Castillo,Freshman,,15,16,5,10,1,0.938,1,0,0,0,0,0,Northern Oklahoma Enid,1
15,Alycyn,Nash,Freshman,,24,8,1,7,0,1,0,0,0,0,0,0,Northern Oklahoma Enid,1
6,Kyla,Storts,Sophomore,SS/C,52,289,277,3,9,0.969,2,51,6,0.105,12,0,Northern Oklahoma Tonkawa,1
21,Morgan,Meyer,Freshman,C/3B,51,222,201,9,12,0.946,1,25,3,0.107,7,0,Northern Oklahoma Tonkawa,1
15,Savannah,Chenoweth,Sophomore,3B,52,115,93,6,16,0.861,0,0,0,0,0,0,Northern Oklahoma Tonkawa,1
12,Allison,McGowan,Freshman,2B/3B,45,93,82,8,3,0.968,2,0,0,0,0,0,Northern Oklahoma Tonkawa,1
5,Ryllie,Shipp,Freshman,OF,51,71,65,1,5,0.93,0,0,0,0,0,0,Northern Oklahoma Tonkawa,1
13,Hannah,Endicott,Freshman,OF,52,70,64,0,6,0.914,1,0,0,0,0,0,Northern Oklahoma Tonkawa,1
3,Haiden,Huster,Sophomore,1B,50,72,63,5,4,0.944,2,0,0,0,0,0,Northern Oklahoma Tonkawa,1
9,Alexandra,Griffin,Sophomore,OF,49,57,47,1,9,0.842,1,5,1,0.167,1,0,Northern Oklahoma Tonkawa,1
2,Lauren,Bratcher,Sophomore,RHP,34,42,32,3,7,0.833,0,0,0,0,0,0,Northern Oklahoma Tonkawa,1
10,Emma,Enderud,Sophomore,LHP,29,27,23,0,4,0.852,0,4,1,0.2,0,0,Northern Oklahoma Tonkawa,1
18,Cadeynce,Lewis,Sophomore,INF,15,20,17,0,3,0.85,0,0,0,0,0,0,Northern Oklahoma Tonkawa,1
17,Ashlyne,Roblyer,Freshman,RHP,14,9,8,1,0,1,2,1,0,0,0,0,Northern Oklahoma Tonkawa,1
8,Jayden,Looper,Sophomore,OF,40,7,7,0,0,1,0,0,0,0,0,0,Northern Oklahoma Tonkawa,1
19,Caton,Muncy,Sophomore,NA,54,328,316,5,7,0.979,8,0,0,0,0,0,Rose State,1
