no,first_name,last_name,yr,pos,g,ab,r,h,x2b,x3b,hr,rbi,bb,k,sb,cs,avg,obp,slg,hbp,sf,sh,tb,xbh,hdp,go,fo,go_fo,pa,team_name,division
13,ABIGAIL,ZISMER,Freshman,OF,41,94,26,23,6,0,2,19,22,17,13,0,0.245,0.39,0.372,1,1,2,35,8,0,4,0,0,120,Highland (KS),2
15,HALLEY,ASBURY,Sophomore,LHP,30,11,2,5,1,0,0,4,2,2,0,0,0.455,0.538,0.545,0,0,0,6,1,0,0,1,0,13,Highland (KS),2
19,BRIANNA,MALDONADO,Sophomore,OF,42,114,38,38,4,0,0,11,27,16,21,2,0.333,0.465,0.368,1,0,2,42,4,0,1,4,0.25,144,Highland (KS),2
2,JASLYNE,WILLAMS,Freshman,OF,47,130,49,51,13,2,8,37,36,27,33,0,0.392,0.534,0.708,6,2,1,92,23,0,3,1,3,175,Highland (KS),2
20,GRACE,UTZ,Sophomore,C,23,39,7,7,2,0,1,9,6,12,1,1,0.179,0.289,0.308,0,0,1,12,3,0,1,1,1,46,Highland (KS),2
22,CALLYN,PAVLISH,Sophomore,UT,29,46,11,14,4,0,1,14,17,16,1,0,0.304,0.5,0.457,1,0,0,21,5,0,0,0,0,64,Highland (KS),2
25,ALLY,KUKOWSKI,Sophomore,UT,47,140,30,42,6,0,3,37,26,18,4,0,0.3,0.419,0.407,4,2,0,57,9,0,1,5,0.2,172,Highland (KS),2
3,RYLIE,HARWOOD,Freshman,UT,45,104,24,24,6,1,4,30,20,33,8,0,0.231,0.349,0.423,1,4,1,44,11,0,0,5,0,130,Highland (KS),2
33,MOLLY,NICAS,Freshman,C,41,94,19,24,2,0,3,12,12,23,1,0,0.255,0.339,0.372,2,4,0,35,5,0,0,4,0,112,Highland (KS),2
35,JOSEPHINA,HUFF,Sophomore,UT,22,36,7,8,1,0,1,8,6,14,2,2,0.222,0.341,0.333,1,1,2,12,2,0,0,0,0,46,Highland (KS),2
5,RYANNE,RAPP,Freshman,UT,40,82,14,21,2,1,1,16,22,15,1,0,0.256,0.41,0.341,0,1,2,28,4,0,2,1,2,107,Highland (KS),2
6,MEG,MCCALLUM,Freshman,RHP,24,10,3,1,0,0,0,0,2,5,0,0,0.1,0.25,0.1,0,0,0,1,0,0,1,0,0,12,Highland (KS),2
7,ELLIE,STEMBER,Sophomore,RHP,42,99,20,30,3,1,5,21,17,15,3,0,0.303,0.415,0.505,2,0,2,50,9,0,2,4,0.5,120,Highland (KS),2
1,Mirjana,Fleming,Sophomore,OF,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Independence,2
10,Emily,Wedel,Freshman,OF,48,145,29,41,7,5,2,24,14,34,7,0,0.283,0.346,0.441,0,0,1,64,14,0,1,1,1,160,Independence,2
11,Kaelyn,Faulk,Freshman,OF,44,129,28,35,8,0,6,34,7,24,7,1,0.271,0.312,0.473,1,1,1,61,14,0,1,3,0.33,139,Independence,2
14,Jamie,Keeling,Sophomore,Utl.,48,176,48,56,10,5,5,25,8,24,17,0,0.318,0.362,0.517,4,0,3,91,20,0,0,3,0,191,Independence,2
15,Gabriella,Simpson,Freshman,LHP,12,8,1,1,0,0,0,1,1,3,0,0,0.125,0.222,0.125,0,0,0,1,0,0,0,0,0,9,Independence,2
2,Alyssa,Chavez,Freshman,OF,42,108,21,28,6,1,1,19,14,29,3,1,0.259,0.372,0.361,6,1,2,39,8,0,1,1,1,131,Independence,2
20,Leah,Smith,Sophomore,OF,25,65,8,19,2,0,2,8,13,9,0,0,0.292,0.418,0.415,1,0,1,27,4,0,0,0,0,80,Independence,2
21,Angela,Akerstrom,Sophomore,RHP,6,12,2,2,0,0,0,0,1,0,0,0,0.167,0.231,0.167,0,0,2,2,0,0,0,0,0,15,Independence,2
22,Emma,Jones,Sophomore,C,48,166,27,53,8,0,5,39,10,23,2,0,0.319,0.369,0.458,3,0,0,76,13,0,1,3,0.33,179,Independence,2
23,Graci,Buckley,Sophomore,RHP,48,146,29,49,10,1,0,21,32,30,10,1,0.336,0.458,0.418,1,0,7,61,11,0,2,2,1,186,Independence,2
27,Shelby,Kaack,Freshman,C/INF,28,87,7,16,4,0,0,7,7,21,0,0,0.184,0.245,0.23,0,0,0,20,4,0,1,1,1,94,Independence,2
28,Mykala,Johnico,Sophomore,RHP,32,5,1,1,0,0,1,1,0,0,0,0,0.2,0.2,0.8,0,0,0,4,1,0,0,0,0,5,Independence,2
29,Kelly,Baker,Sophomore,C,48,167,31,63,16,0,6,40,7,6,2,0,0.377,0.42,0.581,6,1,1,97,22,0,1,2,0.5,182,Independence,2
3,Tara,Gustafson,Freshman,INF,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Independence,2
4,Mija,Carlson,Freshman,INF,48,156,21,35,6,2,1,15,9,31,4,0,0.224,0.271,0.308,1,0,1,48,9,0,0,1,0,167,Independence,2
7,Chelbe,Johnson,Sophomore,INF,4,13,2,2,0,0,0,1,1,4,0,0,0.154,0.267,0.154,1,0,0,2,0,0,0,0,0,15,Independence,2
1,Emma,Smith,Freshman,INF,37,97,23,30,8,1,3,15,12,12,6,1,0.309,0.387,0.505,1,1,0,49,12,0,10,23,0.43,111,Johnson County,2
11,Sydnee,Christiason,Sophomore,3B,13,20,5,7,3,0,0,1,0,3,3,0,0.35,0.35,0.5,0,0,0,10,3,0,5,2,2.5,20,Johnson County,2
14,Maddy,Morrison,Sophomore,C,18,29,5,4,1,0,1,2,2,8,1,0,0.138,0.194,0.276,0,0,1,8,2,0,7,6,1.17,32,Johnson County,2
15,Kate,Ediger,Freshman,C/UTL,41,125,27,56,13,2,4,49,6,17,3,2,0.448,0.457,0.68,1,6,2,85,19,3,16,32,0.5,140,Johnson County,2
16,Kaylee,Limback,Freshman,INF,9,19,6,6,2,0,0,4,5,4,2,0,0.316,0.458,0.421,0,0,0,8,2,0,6,4,1.5,24,Johnson County,2
17,Gaige,Pinkerton,Sophomore,C,37,101,32,55,11,0,2,40,14,3,7,0,0.545,0.59,0.713,0,2,4,72,13,2,23,12,1.92,121,Johnson County,2
2,Toree,Hoobler,Sophomore,INF,41,113,39,46,10,1,1,27,12,15,28,0,0.407,0.481,0.54,4,0,10,61,12,1,33,17,1.94,139,Johnson County,2
20,Maggie,McNally,Freshman,P/OF,26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Johnson County,2
22,Lauren,Roberts,Sophomore,OF,40,87,16,29,8,0,1,16,8,13,3,0,0.333,0.392,0.46,1,1,0,40,9,0,20,18,1.11,97,Johnson County,2
23,Eve,Morris,Freshman,OF/C,41,103,23,45,17,2,2,28,4,13,17,2,0.437,0.45,0.699,1,3,5,72,21,0,20,24,0.83,116,Johnson County,2
3,Taryn,Burkhardt,Freshman,OF,41,117,51,59,7,3,1,18,34,28,37,2,0.504,0.621,0.641,2,0,0,75,11,0,17,8,2.13,153,Johnson County,2
4,Deja,Gardenhire,Freshman,1B/P,13,19,3,4,1,0,0,0,0,1,0,0,0.211,0.211,0.263,0,0,0,5,1,0,5,7,0.71,19,Johnson County,2
6,Gracie,Ramsey,Freshman,OF,12,30,9,13,3,0,0,7,3,2,9,0,0.433,0.485,0.533,0,0,1,16,3,0,6,9,0.67,34,Johnson County,2
7,Hannah,Archdekin,Freshman,C,35,103,19,39,10,1,2,29,5,17,2,1,0.379,0.396,0.553,0,3,1,57,13,0,21,24,0.88,112,Johnson County,2
8,Jordan,Harrison,Sophomore,P/1B,28,63,13,32,4,0,7,26,13,11,5,0,0.508,0.592,0.905,0,0,3,57,11,0,13,5,2.6,79,Johnson County,2
9,Riahn,Pinkerton,Freshman,3B/C,11,22,7,7,3,0,1,6,4,0,1,0,0.318,0.444,0.591,1,0,0,13,4,0,5,4,1.25,27,Johnson County,2
1,Gabrielle,King,Freshman,C/OF,18,43,4,12,1,0,0,4,4,5,4,0,0.279,0.333,0.302,0,1,0,13,1,0,0,0,0,48,Kansas City Kansas,2
10,Kaia,Cordill,Freshman,OF,40,122,24,42,10,4,1,22,14,20,4,0,0.344,0.406,0.516,0,2,0,63,15,0,0,0,0,138,Kansas City Kansas,2
11,Savannah,Short,Freshman,3B,45,133,20,39,2,2,4,27,19,25,0,0,0.293,0.383,0.429,1,1,0,57,8,0,0,0,0,154,Kansas City Kansas,2
12,Emily,Ashford,Sophomore,P,32,69,11,17,3,1,0,13,4,7,2,0,0.246,0.297,0.319,1,0,0,22,4,0,0,0,0,74,Kansas City Kansas,2
13,Stella,Harber,Freshman,SS,45,152,34,61,15,1,2,32,2,14,5,1,0.401,0.412,0.553,3,3,1,84,18,0,0,0,0,161,Kansas City Kansas,2
14,Karson,Hassan,Freshman,P,5,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kansas City Kansas,2
15,Trinity,Tauer,Sophomore,OF,39,111,34,43,0,0,0,10,11,20,19,1,0.387,0.447,0.387,1,0,0,43,0,0,0,0,0,123,Kansas City Kansas,2
16,Adrianna,Smith,Freshman,C,41,125,36,40,10,1,11,43,11,9,1,0,0.32,0.396,0.68,6,2,0,85,22,0,0,0,0,144,Kansas City Kansas,2
17,Annika,Smith,Freshman,1B,43,135,37,55,9,0,1,21,26,17,5,0,0.407,0.515,0.496,5,1,0,67,10,0,0,0,0,167,Kansas City Kansas,2
18,Lauren,Salpas,Sophomore,3B,22,17,9,3,1,0,0,1,1,1,1,0,0.176,0.222,0.235,0,0,0,4,1,0,0,0,0,18,Kansas City Kansas,2
2,Jaycee,Long,Freshman,SS,15,30,3,9,1,0,0,6,2,3,0,0,0.3,0.4,0.333,3,0,0,10,1,0,0,0,0,35,Kansas City Kansas,2
22,Kaitlyn,Bradbury,Sophomore,C,14,28,2,4,1,0,0,7,1,2,0,0,0.143,0.161,0.179,0,2,0,5,1,0,0,0,0,31,Kansas City Kansas,2
3,Jessica,Bell,Freshman,2B,11,13,0,1,0,0,0,0,0,3,0,0,0.077,0.077,0.077,0,0,0,1,0,0,0,0,0,13,Kansas City Kansas,2
4,Maya,Sheldon,Sophomore,OF,36,95,17,23,6,1,0,16,9,14,5,0,0.242,0.314,0.326,1,0,1,31,7,0,0,0,0,106,Kansas City Kansas,2
5,Samantha,Price,Freshman,C,24,56,14,15,3,1,2,14,5,5,1,0,0.268,0.364,0.464,4,1,0,26,6,0,0,0,0,66,Kansas City Kansas,2
6,Ruby,Nola,Sophomore,OF,40,112,33,54,10,2,3,33,14,5,4,0,0.482,0.547,0.688,2,0,0,77,15,0,0,0,0,128,Kansas City Kansas,2
1,Kaila,Kaahu,Freshman,INF,44,106,22,23,2,0,0,9,24,21,4,1,0.217,0.376,0.236,3,0,0,25,2,0,19,28,0.68,133,Labette,2
14,Hayley,Bonython,Sophomore,C/1B,46,139,37,54,14,1,17,53,27,30,1,0,0.388,0.5,0.871,4,0,0,121,32,0,19,24,0.79,170,Labette,2
15,Abby,Tubach,Freshman,C/INF,22,33,2,7,0,0,2,4,1,11,1,0,0.212,0.257,0.394,1,0,0,13,2,0,7,4,1.75,35,Labette,2
19,Hailey,Benson,Freshman,C,6,9,0,1,0,0,0,0,1,5,0,0,0.111,0.2,0.111,0,0,0,1,0,0,1,2,0.5,10,Labette,2
2,Elle,Slaughter,Freshman,C,39,83,8,14,1,0,0,14,18,27,4,0,0.169,0.317,0.181,0,0,6,15,1,1,14,17,0.82,107,Labette,2
20,Ellie,Facklam,Sophomore,RHP/3B,46,151,36,58,15,0,9,51,3,14,4,1,0.384,0.418,0.662,8,3,2,100,24,1,22,37,0.59,167,Labette,2
21,Winter,Snyder,Sophomore,C,44,139,44,50,7,3,6,26,21,8,20,2,0.36,0.461,0.583,5,0,1,81,16,1,22,36,0.61,166,Labette,2
3,Emma,Welch,Freshman,OF,43,122,27,37,11,0,4,32,21,19,9,0,0.303,0.397,0.492,0,3,8,60,15,0,11,40,0.28,154,Labette,2
4,Maggie,McKee,Sophomore,OF,46,150,29,50,0,0,0,10,8,11,30,4,0.333,0.367,0.333,0,0,2,50,0,0,39,24,1.63,160,Labette,2
5,Katie,Crowe,Sophomore,INF,44,98,16,14,4,0,1,17,18,43,9,0,0.143,0.274,0.214,0,1,1,21,5,0,13,10,1.3,118,Labette,2
6,Addison,Flower,Freshman,OF,24,5,10,1,0,0,0,0,1,1,5,2,0.2,0.333,0.2,0,0,1,1,0,0,3,0,0,7,Labette,2
7,Lili,Graue,Freshman,OF,28,45,9,15,2,0,0,8,7,8,3,1,0.333,0.418,0.378,1,2,2,17,2,0,9,9,1,57,Labette,2
8,Keira,Jackson,Sophomore,OF,46,130,44,32,6,1,2,14,26,33,13,1,0.246,0.388,0.354,4,0,5,46,9,1,19,22,0.86,165,Labette,2
1,Brooklyn,Diederich,Sophomore,Outfield,23,33,6,6,0,0,0,0,5,12,5,1,0.182,0.289,0.182,0,0,1,6,0,0,11,2,5.5,39,Neosho County,2
10,Dina,Marchoud,Freshman,Pitcher/Utility,33,60,11,12,2,0,3,14,7,16,6,1,0.2,0.29,0.383,1,1,1,23,5,0,9,18,0.5,70,Neosho County,2
11,Carsyn,McCue,Freshman,Utility,44,106,18,27,6,0,5,22,25,26,5,1,0.255,0.407,0.453,3,1,2,48,11,0,17,27,0.63,137,Neosho County,2
12,Caleigh,Ratzlaff,Freshman,Outfield,2,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,Neosho County,2
13,Lauren,Fuller,Sophomore,Pitcher,41,76,14,25,8,0,1,15,11,11,1,0,0.329,0.409,0.474,0,1,0,36,9,2,14,16,0.88,88,Neosho County,2
14,Abby,Taylor,Freshman,Utility,13,9,4,0,0,0,0,0,1,7,1,0,0,0.182,0,1,0,1,0,0,0,1,2,0.5,12,Neosho County,2
15,Madison,Alexander,Freshman,Catcher,21,12,1,1,0,0,0,0,5,8,0,0,0.083,0.389,0.083,1,0,0,1,0,0,1,2,0.5,18,Neosho County,2
16,Caitlyn,Myers,Freshman,First Base,22,47,8,8,2,0,3,4,9,17,0,0,0.17,0.304,0.404,0,0,2,19,5,0,6,16,0.38,58,Neosho County,2
17,Braxton,Stainbrook,Freshman,Utility,50,172,40,51,13,3,9,40,9,40,7,1,0.297,0.333,0.564,2,3,2,97,25,0,31,34,0.91,188,Neosho County,2
2,Jessica,Petric,Freshman,Outfield,43,88,19,20,0,0,0,8,13,14,17,3,0.227,0.333,0.227,1,0,4,20,0,0,29,9,3.22,106,Neosho County,2
22,Hannah,Duin,Sophomore,Catcher,49,144,27,52,14,1,7,35,17,22,2,0,0.361,0.436,0.618,3,1,0,89,22,0,17,35,0.49,165,Neosho County,2
23,Gracie,Turner,Freshman,Pitcher,21,19,1,2,0,0,0,2,3,6,0,0,0.105,0.227,0.105,0,0,1,2,0,0,2,3,0.67,23,Neosho County,2
24,Andrea,Harlan,Sophomore,Outfield,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Neosho County,2
25,Zoe,Newcomb,Sophomore,First Base,14,26,1,4,2,0,0,5,4,13,0,0,0.154,0.313,0.231,2,0,0,6,2,0,2,7,0.29,32,Neosho County,2
26,Addyson,Easter,Freshman,Catcher,39,118,22,44,6,0,12,30,13,21,0,1,0.373,0.444,0.729,3,1,1,86,18,3,23,16,1.44,136,Neosho County,2
28,Emma,Tyson,Freshman,Outfield,1,1,1,0,0,0,0,0,0,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,2,Neosho County,2
33,Logan,Cates,Freshman,Pitcher,21,25,2,3,0,0,1,1,1,10,0,0,0.12,0.185,0.24,1,0,0,6,1,1,8,3,2.67,27,Neosho County,2
4,Rian,Davis,Freshman,Outfield,6,4,3,0,0,0,0,0,1,0,2,0,0,0.2,0,0,0,1,0,0,0,1,2,0.5,6,Neosho County,2
6,Devynn,Raile,Sophomore,,40,109,23,34,1,0,0,7,15,34,26,4,0.312,0.397,0.321,1,1,3,35,1,0,21,6,3.5,129,Neosho County,2
7,Riley,Kennedy,Sophomore,,49,117,39,29,4,1,2,15,28,36,30,1,0.248,0.399,0.35,2,1,3,41,7,0,11,28,0.39,151,Neosho County,2
8,Lainey,Howard,Freshman,Infield,48,140,26,36,8,1,5,26,16,25,9,0,0.257,0.346,0.436,3,0,2,61,14,1,31,30,1.03,161,Neosho County,2
9,KeaLeigh,Mount,Freshman,Utility,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Neosho County,2
10,Haley,Bond,Jr,C/INF,41,127,18,51,10,0,7,39,11,20,0,0,0.402,0.449,0.646,0,0,5,82,17,0,0,5,0,143,Florida State Jacksonville,2
11,Olivia,Zitiello,Jr,IF,15,24,2,5,1,0,1,3,0,5,1,0,0.208,0.296,0.375,3,0,1,9,2,0,0,0,0,28,Florida State Jacksonville,2
14,Mykhala,Moore,Freshman,OF,34,105,24,40,3,3,1,13,13,6,5,0,0.381,0.449,0.495,0,0,1,52,7,0,0,0,0,119,Florida State Jacksonville,2
16,Natalie,Foret,Freshman,,14,25,2,7,1,0,0,0,1,6,0,0,0.28,0.308,0.32,0,0,2,8,1,0,0,1,0,28,Florida State Jacksonville,2
17,Savannah,Lister,Jr,P,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Florida State Jacksonville,2
18,Harley,Guynn,Freshman,IF,39,115,24,45,7,2,4,17,11,21,2,0,0.391,0.449,0.591,1,0,7,68,13,0,1,3,0.33,134,Florida State Jacksonville,2
19,Sydney,Davis,Freshman,,28,65,6,14,4,0,1,9,4,4,1,0,0.215,0.271,0.323,1,0,4,21,5,0,2,3,0.67,74,Florida State Jacksonville,2
20,Abby,Rutledge,Freshman,,20,16,1,4,2,0,0,3,0,4,0,0,0.25,0.25,0.375,0,0,1,6,2,0,0,0,0,17,Florida State Jacksonville,2
22,Haleigh,Wright,Sophomore,IF,40,104,17,27,3,1,2,15,8,18,3,0,0.26,0.33,0.365,3,0,6,38,6,0,4,0,0,121,Florida State Jacksonville,2
24,Vivian,Gorey,Freshman,,41,118,18,35,4,0,7,32,15,32,4,0,0.297,0.381,0.508,1,0,2,60,11,0,2,4,0.5,136,Florida State Jacksonville,2
25,Laila,Mannion,Sophomore,IF/OF,2,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Florida State Jacksonville,2
3,Kaleigh,Clay,Sophomore,IF,21,32,6,6,4,0,0,5,4,15,2,0,0.188,0.297,0.313,1,0,0,10,4,0,0,0,0,37,Florida State Jacksonville,2
4,Casey,Erb,Jr,OF,40,116,22,38,8,0,8,27,12,33,4,0,0.328,0.391,0.603,0,0,2,70,16,0,0,2,0,130,Florida State Jacksonville,2
6,Bailey,Studt,Sophomore,IF,37,101,19,41,6,2,0,8,4,9,7,0,0.406,0.429,0.505,0,0,3,51,8,0,4,0,0,108,Florida State Jacksonville,2
7,Gabby,Wiseman,Freshman,,6,5,1,0,0,0,0,0,0,2,0,0,0,0.167,0,1,0,1,0,0,0,0,0,0,7,Florida State Jacksonville,2
9,Brooke,Baker,Freshman,,41,123,26,34,15,1,2,16,18,19,3,0,0.276,0.378,0.463,2,0,3,57,18,0,0,2,0,146,Florida State Jacksonville,2
1,Kiara,Smith,Freshman,OF,23,16,10,3,0,0,0,0,2,2,5,1,0.188,0.278,0.188,0,0,0,3,0,0,1,1,1,18,Lake-Sumter State,2
11,JJ,Lott,Freshman,OF,20,29,4,5,0,0,0,0,2,13,1,1,0.172,0.226,0.172,0,0,1,5,0,0,0,0,0,32,Lake-Sumter State,2
12,Ali,Shenefield,Sophomore,,28,4,1,0,0,0,0,0,1,3,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,5,Lake-Sumter State,2
13,Bella,Baez,Freshman,MI,39,49,16,10,3,0,0,6,4,17,7,2,0.204,0.359,0.265,9,2,2,13,3,0,0,1,0,66,Lake-Sumter State,2
15,Alex,Baez,Freshman,,56,119,25,34,4,1,0,7,17,19,15,6,0.286,0.437,0.336,15,0,3,40,5,0,5,5,1,154,Lake-Sumter State,2
16,Mia,Lovett,Sophomore,RHP,29,35,1,11,1,0,0,6,2,4,0,0,0.314,0.351,0.343,0,0,1,12,1,0,3,0,0,38,Lake-Sumter State,2
18,Kreighton,Steinke,Sophomore,C,58,157,13,53,6,0,2,36,17,12,9,0,0.338,0.41,0.414,5,4,2,65,8,0,4,4,1,185,Lake-Sumter State,2
19,Emily,Gable,Freshman,OF,33,13,14,3,0,0,0,1,0,6,17,5,0.231,0.231,0.231,0,0,0,3,0,0,0,0,0,13,Lake-Sumter State,2
21,Makenzi,Heaton,Sophomore,1B/OF,38,97,13,34,4,0,6,20,5,12,8,1,0.351,0.375,0.577,0,2,1,56,10,0,5,3,1.67,105,Lake-Sumter State,2
22,Alexis,Adams,Freshman,,55,150,20,40,5,1,8,32,13,18,4,0,0.267,0.319,0.473,0,3,0,71,14,1,3,8,0.38,166,Lake-Sumter State,2
24,Raquel,Camuglia,Sophomore,C/1B,62,186,40,76,18,3,14,65,18,15,7,0,0.409,0.459,0.763,0,1,0,142,35,1,3,5,0.6,205,Lake-Sumter State,2
3,Tatum,McGrath,Sophomore,OF/MI,43,81,16,13,1,1,0,11,11,22,9,3,0.16,0.292,0.198,4,0,2,16,2,0,0,0,0,98,Lake-Sumter State,2
4,Molly,Bender,Freshman,OF,57,179,69,81,11,3,13,44,20,4,44,2,0.453,0.51,0.765,2,1,1,137,27,0,4,9,0.44,203,Lake-Sumter State,2
6,Elizabeth,Auciello,Freshman,LHP,19,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Lake-Sumter State,2
7,Darian,Pippin,Sophomore,RHP,56,123,13,32,4,0,0,16,4,12,5,3,0.26,0.292,0.293,2,1,1,36,4,0,3,6,0.5,131,Lake-Sumter State,2
8,Desiree,Romeo,Sophomore,OF/3B,62,200,45,59,3,3,1,23,15,20,35,3,0.295,0.343,0.355,0,1,1,71,7,0,9,7,1.29,217,Lake-Sumter State,2
9,Reese,Snipes,Sophomore,SS/2B,61,193,55,68,12,4,9,50,17,20,15,3,0.352,0.401,0.596,0,2,2,115,25,0,5,8,0.63,214,Lake-Sumter State,2
1,Haylee,Fernandez,Sophomore,OF,13,12,0,1,0,0,0,0,2,4,0,2,0.083,0.214,0.083,0,0,0,1,0,0,0,0,0,14,Pasco-Hernando State,2
10,Jade,Canady,Sophomore,Inf,47,133,19,44,14,2,1,22,10,16,2,0,0.331,0.388,0.489,3,1,7,65,17,0,4,6,0.67,154,Pasco-Hernando State,2
11,Gracie,Stanley,Freshman,Inf/P,46,117,25,36,9,0,0,30,15,12,0,0,0.308,0.367,0.385,0,7,0,45,9,0,6,6,1,139,Pasco-Hernando State,2
13,Alexis,Joy,Freshman,C,32,74,17,34,7,0,3,24,15,4,1,0,0.459,0.538,0.676,1,3,2,50,10,0,2,3,0.67,95,Pasco-Hernando State,2
14,Taylor,Tremmel,Sophomore,OF,47,159,39,57,8,7,13,55,11,18,15,3,0.358,0.399,0.742,1,2,1,118,28,1,1,4,0.25,174,Pasco-Hernando State,2
16,Madesyn,Shepherd,Freshman,OF,2,2,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.5,0,0,0,1,0,0,0,0,0,2,Pasco-Hernando State,2
18,Shelby,Savoia,Sophomore,C,9,5,0,2,1,0,0,2,5,3,0,0,0.4,0.7,0.6,0,0,0,3,1,0,0,0,0,10,Pasco-Hernando State,2
19,Riley,Collins,Freshman,Inf,25,49,8,10,2,0,0,4,3,7,2,0,0.204,0.264,0.245,1,0,0,12,2,0,0,0,0,53,Pasco-Hernando State,2
2,Emily,Proctor,Sophomore,P,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Pasco-Hernando State,2
20,Mia,Pulice,Sophomore,OF,31,70,17,20,6,0,1,16,12,6,2,0,0.286,0.388,0.414,1,2,0,29,7,0,1,6,0.17,85,Pasco-Hernando State,2
21,Meghan,Kimery,Sophomore,OF,42,139,44,57,4,3,1,16,7,19,22,3,0.41,0.438,0.504,0,0,2,70,8,0,5,3,1.67,148,Pasco-Hernando State,2
22,Joyce,Bloome,Sophomore,OF,46,148,39,66,7,2,1,21,13,22,17,3,0.446,0.494,0.541,1,0,2,80,10,0,3,2,1.5,164,Pasco-Hernando State,2
23,Kahlia,Jensen,Freshman,OF,30,73,6,15,3,1,0,9,2,17,0,1,0.205,0.231,0.274,1,2,5,20,4,0,0,2,0,83,Pasco-Hernando State,2
25,Jasmin,Fontela,Sophomore,P/1B,26,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Pasco-Hernando State,2
26,Jade,Rodriguez,Sophomore,C,23,58,7,15,4,0,0,10,3,13,1,1,0.259,0.328,0.328,4,2,0,19,4,0,0,0,0,67,Pasco-Hernando State,2
27,Carianne,Maitland,Freshman,Inf,8,9,0,2,0,0,0,2,0,4,0,0,0.222,0.222,0.222,0,0,0,2,0,0,0,0,0,9,Pasco-Hernando State,2
29,Savannah,Lee,Sophomore,P/1B,40,70,9,17,4,0,1,9,10,16,0,0,0.243,0.333,0.343,0,1,0,24,5,0,2,2,1,81,Pasco-Hernando State,2
3,Mackenzie,Hoffman,Sophomore,2B/SS,46,109,16,27,2,0,0,7,12,23,11,5,0.248,0.336,0.266,3,1,9,29,2,0,3,3,1,134,Pasco-Hernando State,2
5,Jonayah,Moeller,Freshman,OF,15,4,6,1,1,0,0,0,0,1,4,0,0.25,0.25,0.5,0,0,0,2,1,0,0,0,0,4,Pasco-Hernando State,2
7,Breana,Delgado,Sophomore,Inf,18,24,4,4,2,0,0,4,0,6,0,0,0.167,0.154,0.25,0,2,0,6,2,0,0,0,0,26,Pasco-Hernando State,2
9,Madelyn,Shepherd,Freshman,c/Of,2,1,0,0,0,0,0,1,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2,Pasco-Hernando State,2
1,Lexie,Witz,Sophomore,SS,46,118,24,25,4,2,0,6,13,8,4,1,0.212,0.29,0.28,0,0,2,33,6,0,5,8,0.63,133,South Florida State,2
10,Kaylee,Underwood,Freshman,1ST,12,13,0,1,0,0,0,2,3,3,0,0,0.077,0.25,0.077,0,0,0,1,0,0,0,0,0,16,South Florida State,2
13,Taylor,McFann,Sophomore,1st,49,151,19,45,11,1,5,31,10,17,0,0,0.298,0.34,0.483,0,1,0,73,17,1,2,6,0.33,162,South Florida State,2
16,Emylee,Mountin,Sophomore,P,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Florida State,2
2,Sunni,Bearden,Sophomore,OF,19,57,5,16,3,0,0,6,2,10,4,0,0.281,0.3,0.333,0,1,0,19,3,0,0,0,0,60,South Florida State,2
21,Makayla,Oster,Freshman,P/ 2nd,44,75,12,20,5,0,0,13,6,16,2,1,0.267,0.337,0.333,2,0,0,25,5,2,5,2,2.5,83,South Florida State,2
22,Kristen,Steller,Sophomore,2nd/ SS,31,90,23,22,6,1,6,24,7,4,1,0,0.244,0.337,0.533,6,1,1,48,13,0,5,9,0.56,105,South Florida State,2
23,Kaedyn,Holcomb,Freshman,P,53,172,38,55,2,0,0,7,7,34,14,0,0.32,0.346,0.331,0,0,3,57,2,0,9,4,2.25,182,South Florida State,2
24,Ana,Gonzalez,Sophomore,1 st,12,12,0,0,0,0,0,0,0,6,0,0,0,0.143,0,2,0,0,0,0,0,1,0,0,14,South Florida State,2
